track_fid,track_se_1,ele,time,latitude,longitude
"0","312",6.199999809265137,2020/05/28 20:33:54.000,25.772219,-80.360298
"0","313",6.199999809265137,2020/05/28 20:34:01.000,25.772216,-80.360475
"0","314",6.000000000000000,2020/05/28 20:34:09.000,25.772204,-80.360689
"0","315",6.000000000000000,2020/05/28 20:34:17.000,25.772199,-80.360886
"0","316",5.800000190734863,2020/05/28 20:34:20.000,25.772164,-80.360951
"0","317",5.599999904632568,2020/05/28 20:34:22.000,25.772106,-80.360957
"0","318",6.000000000000000,2020/05/28 20:34:30.000,25.771905,-80.360944
"0","319",5.800000190734863,2020/05/28 20:34:32.000,25.771853,-80.360938
"0","320",6.000000000000000,2020/05/28 20:34:40.000,25.771649,-80.360935
"0","321",6.000000000000000,2020/05/28 20:34:42.000,25.771604,-80.360932
"0","322",6.000000000000000,2020/05/28 20:34:50.000,25.771415,-80.360930
"0","323",5.800000190734863,2020/05/28 20:34:58.000,25.771232,-80.360920
"0","324",5.800000190734863,2020/05/28 20:34:59.000,25.771210,-80.360919
"0","325",5.800000190734863,2020/05/28 20:35:06.000,25.771048,-80.360895
"0","326",5.800000190734863,2020/05/28 20:35:13.000,25.770877,-80.360862
"0","327",5.599999904632568,2020/05/28 20:35:21.000,25.770691,-80.360827
"0","328",5.599999904632568,2020/05/28 20:35:23.000,25.770645,-80.360810
"0","329",5.400000095367432,2020/05/28 20:35:29.000,25.770543,-80.360705
"0","330",5.400000095367432,2020/05/28 20:35:35.000,25.770414,-80.360633
"0","331",5.400000095367432,2020/05/28 20:35:42.000,25.770242,-80.360609
"0","332",5.599999904632568,2020/05/28 20:35:50.000,25.770050,-80.360606
"0","333",5.400000095367432,2020/05/28 20:35:58.000,25.769855,-80.360587
"0","334",5.400000095367432,2020/05/28 20:35:59.000,25.769839,-80.360567
"0","335",5.400000095367432,2020/05/28 20:36:02.000,25.769824,-80.360485
"0","336",5.400000095367432,2020/05/28 20:36:04.000,25.769828,-80.360427
"0","337",5.000000000000000,2020/05/28 20:36:09.000,25.769860,-80.360300
"0","338",5.000000000000000,2020/05/28 20:36:16.000,25.769917,-80.360134
"0","339",5.199999809265137,2020/05/28 20:36:21.000,25.769994,-80.360035
